"Fonte";"Tema";"Secao";"Subsecao";"Topico";"Sintese";"Contexto"
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.8 Titularidade e legitimidade para a prática de atos";"2.8.5 Alteração de nome/razão social e endereço/sede do titular";"O INPI possui um código de serviço específico para a alteração dos dados do titular, tais como a mudança de nome e/ou de endereço. Alterações de nome de pessoas físicas por casamento/divórcio ou pessoas jurídicas com alterações de razão social, são as atividades mais comuns, solicitadas para esse serviço.";"O INPI possui um código de serviço específico para a alteração dos dados do titular, tais como a mudança de nome e/ou de endereço. Alterações de nome de pessoas físicas por casamento/divórcio ou pessoas jurídicas com alterações de razão social, são as atividades mais comuns, solicitadas para esse serviço. Em caso de alteração de nome, o usuário deve gerar e pagar uma Guia de Recolhimento da União (GRU) de código 248. Em seguida, deve apresentar petição com todos os documentos que comprovem essa alteração, indicando o nome anterior e qual foi a mudança realizada, seja apresentando um documento para pessoas físicas ou a apresentação do contrato social para pessoas jurídicas. Importante ressaltar que documentos estrangeiros requerem notarização e legalização consular ou Apostila de Haia e tradução juramentada, caso o documento não esteja em português. No caso de alteração de sede, o usuário também deve gerar e pagar uma GRU de código 248. Ao protocolar a petição para alteração de sede, basta apresentar uma declaração, indicando qual o endereço anterior e qual o futuro. Tanto para alteração de nome/razão social quanto para a alteração endereço/sede do titular, caso haja procurador constituído, a petição deverá ser acompanhada de instrumento de procuração com os dados do titular atualizados concedendo plenos poderes de atuar no INPI. Importante ressaltar que para cada alteração que o usuário solicite é necessária uma nova GRU (de código de serviço 248) e a apresentação de uma nova petição."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.8 Titularidade e legitimidade para a prática de atos";"2.8.6 Transferência de titularidade";"A Patente é um bem do tipo intangível que pode conter valor agregado. Pode ser do interesse do depositante/titular transferir este direito para outrem.";"A Patente é um bem do tipo intangível que pode conter valor agregado. Pode ser do interesse do depositante/titular transferir este direito para outrem. O tipo mais comum de transferência decorre de cessão ou venda do bem, mas também pode ser resultado da fusão, cisão, carta de arrematação, sucessão testamentária ou decisão judicial. A Patente pode ser cedida, total ou parcialmente, independentemente do tipo de pessoa, física ou jurídica. Atenção! Há um serviço específico para a alteração de nome e endereço e outro para a transferência de titularidade. Atenção! A alteração de CNPJ, mesmo que se mantenha a mesma razão social ou nome fantasia, são consideradas transferência de titularidade. Para solicitar a transferência de titularidade, é necessário gerar e pagar uma GRU de código 249. Na transferência por cessão, o usuário deve encaminhar o documento de cessão assinado pelas partes. Esse documento não necessita reconhecimento de firma nem da assinatura de testemunhas. Alterações de CNPJ, mesmo que se mantenha a mesma razão social ou nome fantasia, são consideradas transferência de titularidade. Para a transferência por fusão, cisão ou carta de arrematação, o usuário deve encaminhar os documentos oficiais que demonstrem o ato realizado. No caso da fusão e cisão, o usuário deve ficar atento à necessidade de associar a transferência de titularidade (petição 249) com uma alteração de razão social e/ou sede do titular (GRU 248), que é um acontecimento comum neste tipo de transferência. Para a sucessão testamentária, o usuário deve encaminhar o documento da sucessão finalizado, identificando todos os herdeiros, ou a autorização judicial para que a sucessão seja realizada antes do processo testamentário ser finalizado. Por decisão judicial, como o tipo já diz, é por requeriment..."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.9 Família de patentes";"2.9 Família de patentes";"De maneira geral, uma família de patente é um conjunto de pedidos de patente depositados e de patentes concedidas em mais de um país, referentes a uma mesma invenção, requeridos pelo(s) mesmo(s) depositante(s). Caso seja depositado um mesmo invento no Brasil e em outro(s) país(es), este grupo de pedidos/patentes irão compor uma “família de patentes”.";"De maneira geral, uma família de patente é um conjunto de pedidos de patente depositados e de patentes concedidas em mais de um país, referentes a uma mesma invenção, requeridos pelo(s) mesmo(s) depositante(s). Caso seja depositado um mesmo invento no Brasil e em outro(s) país(es), este grupo de pedidos/patentes irão compor uma “família de patentes”. Há diversas formas de definir uma família de patentes. A definição de família simples é aquela relacionada a pedidos que possuem as mesmas prioridades. A família INPADOC (International Patent Documentation), se refere a pedidos que possuam as mesmas prioridades ou combinação de prioridades. A família de patentes é utilizada, inclusive, para solicitar alguns serviços no INPI, por exemplo, para efetuar o requerimento de trâmite prioritário nas modalidades ‘Família de patentes iniciada no Brasil’ e ‘Patent Proscution Highway’ (PPH). A definição de família de patentes para estes serviços é estipulada no art. 2º, inciso II da Portaria INPI / PR / nº 247, de 22/06/20 (lembrando que existem diversa definições e que outras podem ser empregadas, inclusive pelo INPI, de acordo com o serviço prestado): Família de patente é o conjunto de patentes e/ou pedidos de patente, nacionais ou com efeito de nacionais regulares, diretamente relacionados entre si pela reivindicação de prioridade interna ou unionista e/ou por compartilharem o mesmo depósito internacional. Os exemplos que seguem são ilustrativos da definição empregada para o trâmite prioritário (podendo ser diferente para outros serviços). Na Figura 3, apresentam-se exemplos de famílias de patentes relacionados por reivindicação de prioridade de depósito (CUP). Cada pedido foi depositado em um país diferente e não há depósitos internacionais (não há PCT). Considere que o Pedido A é..."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.10 Classificação do Pedido de Patente";"2.10 Classificação do Pedido de Patente";"As bases de patentes são bibliotecas que guardam toda a informação tecnológica contida em documentos de pedidos de patente e patentes. Como toda biblioteca essa informação deve ser indexada de acordo com sua área do conhecimento.";"As bases de patentes são bibliotecas que guardam toda a informação tecnológica contida em documentos de pedidos de patente e patentes. Como toda biblioteca essa informação deve ser indexada de acordo com sua área do conhecimento. Diante da quantidade de invenções que são depositadas e patenteadas anualmente, é preciso que exista um sistema para organizar, catalogar e arquivar os documentos de patentes, possibilitando uma maneira de buscar informações sobre uma determinada tecnologia de forma mais fácil. A Classificação Internacional de Patentes, conhecida pela sigla IPC – International Patent Classification, foi estabelecida pelo Acordo de Estrasburgo em 1971 e prevê um sistema hierárquico de símbolos para a classificação de Patentes de Invenção e de Modelo de Utilidade de acordo com as diferentes áreas tecnológicas a que pertencem, independentemente do idioma em que foi depositado o pedido de patente. De acordo com Organização Mundial da Propriedade Intelectual – OMPI, a IPC é adotada por mais de 100 países, sendo coordenada pela própria OMPI (versão em português da IPC). A IPC funciona como um catálogo para especificar o conteúdo técnico de uma patente. Assim como o CEP serve para ajudar a encontrar um endereço de uma casa, a IPC auxilia a encontrar o conteúdo técnico de uma patente. Um exemplo da versão compacta da IPC pode ser visto na Figura 5. A Classificação é indispensável para a recuperação de documentos de patentes, na procura do ""estado da técnica"", sendo que tal recuperação é necessária para as autoridades emissoras de patentes, potenciais inventores, unidades de investigação e desenvolvimento, e outros interessados na aplicação ou desenvolvimento de tecnologia. Dentre as utilizações da Classificação Internacional de Patentes encontram-se: auxiliar na busca..."
"manual-de-patentes.md";"Patentes";"3 Busca";"";"3 Busca";"A busca é muito importante já na fase inicial do desenvolvimento de um produto e/ou processo para evitar gastos desnecessários de tempo e recursos, uma vez que ao realiza-la, é possível determinar o estado da técnica e averiguar se a invenção é nova ou inventiva e identificar a natureza do invento. Portanto, é fortemente recomendado que seja efetuada uma busca prévia, antes do depósito de um pedido de patente, para avaliar o estado da técnica relacionado à matéria a ser pleiteada, de modo a averiguar se a invenção é nova ou inventiva.";"A busca é muito importante já na fase inicial do desenvolvimento de um produto e/ou processo para evitar gastos desnecessários de tempo e recursos, uma vez que ao realiza-la, é possível determinar o estado da técnica e averiguar se a invenção é nova ou inventiva e identificar a natureza do invento. Portanto, é fortemente recomendado que seja efetuada uma busca prévia, antes do depósito de um pedido de patente, para avaliar o estado da técnica relacionado à matéria a ser pleiteada, de modo a averiguar se a invenção é nova ou inventiva. Caso a invenção não seja nova, mas se for, por exemplo, referente a uma melhoria funcional no objeto já existente, poderá ser depositado um pedido de modelo de utilidade."
"manual-de-patentes.md";"Patentes";"3 Busca";"3.1 Abrangência da busca";"3.1 Abrangência da busca";"Como o estado da técnica (seção 2.6.1) abrange tudo aquilo tornado público antes do depósito do pedido, a novidade é aferida a nível mundial (seção 2.6.2). Ou seja, não basta ser novo para a empresa ou para o mercado, deve ser novo considerando tudo que já foi tornado público, seja por meio escrito, oral ou expositivo.";"Como o estado da técnica (seção 2.6.1) abrange tudo aquilo tornado público antes do depósito do pedido, a novidade é aferida a nível mundial (seção 2.6.2). Ou seja, não basta ser novo para a empresa ou para o mercado, deve ser novo considerando tudo que já foi tornado público, seja por meio escrito, oral ou expositivo. Sendo assim, é importante consultar diversas fontes. Duas fontes se destacam por terem a maior probabilidade de compreenderem os últimos achados em tecnologia: artigos científicos (literatura não patentária) e os bancos de dados de pedidos de patente. No primeiro caso, cada editora possui seu próprio banco de dados (em geral) restrito às suas publicações. Da mesma forma, cada escritório de patente possui seu próprio banco de dados (em sua maioria) restritos aos pedidos de patente depositados neste. A documentação de patentes é uma fonte de pesquisa muito importante. Estudos apontam que 70% das informações tecnológicas contidas nestes documentos não estão disponíveis em qualquer outro tipo de fonte de informação (Federman, S.R., 2006). De acordo com a Organização Mundial da Propriedade Intelectual (OMPI), o número de pedidos de patente depositados em 2017 foi de 3,17 milhões, sendo que, nesse ano, haviam 13,7 milhões de patentes em vigor no mundo. Tanto as patentes já concedidas, quanto os pedidos de patente publicados, contêm informação tecnológica que pode ser útil para inventores, empresários e instituições de pesquisa. Estes documentos, nacionais e estrangeiros, são disponibilizados em bases de patentes que podem ser acessadas pela internet. Uma busca pode revelar que uma invenção não é nova, como também a existência de outras soluções técnicas. A seguir são apresentadas as duas formas de executar uma busca na base de patentes do INPI. Atenção! Conhece..."
"manual-de-patentes.md";"Patentes";"3 Busca";"3.2 Procedimentos para a busca nas Bases do INPI";"3.2 Procedimentos para a busca nas Bases do INPI";"O BuscaWeb é uma interface que está disponível no portal do INPI que permite consulta a pedidos de patentes e patentes, depositados no Instituto, que já tenham sido publicados. As publicações ocorrem semanalmente na Revista da Propriedade Industrial, a RPI, normalmente as terças feiras, sendo o BuscaWeb atualizado entre 00:00 e 04:00.";"O BuscaWeb é uma interface que está disponível no portal do INPI que permite consulta a pedidos de patentes e patentes, depositados no Instituto, que já tenham sido publicados. As publicações ocorrem semanalmente na Revista da Propriedade Industrial, a RPI, normalmente as terças feiras, sendo o BuscaWeb atualizado entre 00:00 e 04:00. O BuscaWeb permite consultas em campos cadastrais do pedido ou patente como: Número do Pedido; Número da GRU (nosso número); Número do Protocolo; bem como Título, Resumo, Nome do Depositante, Nome do Inventor e CPF/CNPJ do Depositante. Para realizar a busca, acesse o portal do INPI em https://www.gov.br/inpi/pt-br e clique no ícone BuscaWeb, contido na página inicial do site. A seguir, deve ser selecionada a opção patentes. Entre com login e senha ou então prossiga anonimamente apertando o botão continuar: Destacamos que a busca anônima não permite acesso as imagens de petições, mas os campos disponíveis para as buscas são os mesmos. O INPI disponibiliza no BuscaWeb dois módulos para consulta: Pesquisa Básica e Pesquisa Avançada. Ambos possibilitam a realização de buscas de patentes por qualquer interessado."
"manual-de-patentes.md";"Patentes";"3 Busca";"3.3 Pesquisa na base de dados do INPI";"3.3.1 Pesquisa Básica";"Após realizar o acesso no BuscaWeb, conforme apontado no item 3.2 é aberta a tela de pesquisa chamado de Pesquisa Básica. Na Pesquisa Básica, a busca pode ser feita pelo número do processo (pedido ou patente), pelo número de alguma GRU utilizada para o protocolo de qualquer petição apresentada ao INPI, pelo número de protocolo de qualquer petição ou ainda por palavras-chave (no título ou resumo), por nome do inventor ou depositante, ou ainda por CPF/CNPJ do depositante.";"Após realizar o acesso no BuscaWeb, conforme apontado no item 3.2 é aberta a tela de pesquisa chamado de Pesquisa Básica. Na Pesquisa Básica, a busca pode ser feita pelo número do processo (pedido ou patente), pelo número de alguma GRU utilizada para o protocolo de qualquer petição apresentada ao INPI, pelo número de protocolo de qualquer petição ou ainda por palavras-chave (no título ou resumo), por nome do inventor ou depositante, ou ainda por CPF/CNPJ do depositante. Destacamos que ao passar o mouse no ícone “?” ao lado dos campos, são exibidas para o usuário informações que podem ajudá-lo a preenchê-los. Através do campo “Contenha”, poderão ser realizadas pesquisas ao digitar palavras e/ou números nas caixas de texto. Poderá ser escolhido se a(s) palavra(s) e/ou número(s) será(ão) recuperado(s) do Título ou Resumo, do Nome do Depositante ou CPF/CNPJ. Pode-se buscar as palavras-chave de quatro formas distintas: todas as palavras; a expressão exata; qualquer uma das palavras; a palavra aproximada. Atenção! Evite utilizar nome comum ao pesquisar pelo ""Nome do Depositante"" ou do ""Inventor"", procure utilizar o a palavra menos comum entre o sobrenome e o prenome. Caso selecionado “todas as palavras”, serão buscados documentos de patente que contenham todas as palavras, em qualquer ordem, mesmo que afastadas entre si. Caso alguma das palavras não esteja descrita, este documento de patente não será listado nos resultados. Se for selecionado “a expressão exata”, serão buscados os documentos de patente que contenham todas as palavras em sequência na ordem que foram digitadas. Esta busca é útil para identificar invenções relacionadas com palavras compostas, tais como “máquina de lavar roupas”. Na seleção de “qualquer uma das palavras”, serão buscados documentos de patente que..."
"manual-de-patentes.md";"Patentes";"3 Busca";"3.3 Pesquisa na base de dados do INPI";"3.3.2 Pesquisa avançada";"Para uma busca mais completa e detalhada, recomenda-se utilizar a “Pesquisa Avançada”, que permite criar consultas refinadas que ajudam a retornar resultados mais precisos. Acesse o BuscaWeb conforme explicado no item 3.2 e clique na aba “Pesquisa Avançada”.";"Para uma busca mais completa e detalhada, recomenda-se utilizar a “Pesquisa Avançada”, que permite criar consultas refinadas que ajudam a retornar resultados mais precisos. Acesse o BuscaWeb conforme explicado no item 3.2 e clique na aba “Pesquisa Avançada”. Atenção! Não há limites para a quantidade de palavras inseridas na caixa de pesquisa. Atenção! Combine a classificação com palavras-chave no resumo. A Pesquisa Avançada no BuscaWeb está dividida em cinco blocos: Números, Datas, Classificação, Palavra chave e Depositante/Titular/Inventor. Ao clicar em ""+"" na frente do nome de cada bloco são abertos seus campos de busca. Realizar buscas utilizando a opção “Pesquisa Avançada”, resulta no retorno de documentos mais próximos do estado da técnica, para o pedido que se quer depositar, uma vez que possibilita a busca utilizando um maior número de opções que a pesquisa básica e permite a combinação dos campos de busca, que incluem a IPC, que como já mencionado anteriormente, auxilia na busca e recuperação de documentos de patente e serve de base para investigar o estado da técnica em determinados campos da tecnologia (item 2.10). É recomendado que o depositante acesse a IPC antes de efetuar a busca, a fim de verificar em quais classificações podem ser encontrados documentos que se aproximem da matéria contida no pedido que se quer depositar. A utilização da IPC combinada com palavras chave no título ou no resumo, possibilita a recuperação de documentos, que provavelmente, servirão de base para a orientação do interessado em efetuar o depósito de um pedido de patente. Para efetuar buscas utilizando a IPC, deve ser empregada a forma mais completa possível da classificação, considerando, não apenas classes e sub-classes, mas também grupos e sub-grupos. Deve também ser considera..."
"manual-de-patentes.md";"Patentes";"3 Busca";"3.4 Pesquisa em bancos de dados de Patentes";"3.4 Pesquisa em bancos de dados de Patentes";"A fim de orientar a realização de buscas de patentes através do BuscaWeb, assim como na internet, foi elaborado um passo a passo simplificado, com informações necessárias para descobrir detalhes sobre qualquer invento, que já pode ter sido alvo do interesse de pessoas e empresas, no Brasil e no exterior. Existem várias formas de fazer busca, sendo que, foi elaborado um Guia Prático para Buscas de Patentes. https://www.gov.br/inpi/pt-br/assuntos/informacao/guia-pratico-para-buscas-de- patentesO Guia Básico apresenta como fazer buscas em quatro bases de patentes, bem como guias de introdução à Classificação Interna...";"A fim de orientar a realização de buscas de patentes através do BuscaWeb, assim como na internet, foi elaborado um passo a passo simplificado, com informações necessárias para descobrir detalhes sobre qualquer invento, que já pode ter sido alvo do interesse de pessoas e empresas, no Brasil e no exterior. Existem várias formas de fazer busca, sendo que, foi elaborado um Guia Prático para Buscas de Patentes. https://www.gov.br/inpi/pt-br/assuntos/informacao/guia-pratico-para-buscas-de- patentesO Guia Básico apresenta como fazer buscas em quatro bases de patentes, bem como guias de introdução à Classificação Internacional de Patentes (CIP ou IPC em inglês) e aos operadores utilizados em buscas de patentes. Quadro 5 – Exemplo de bases de dados de patentes gratuitas Base de dados Idioma link Patentscope Português e outros https://patentscope.wipo.int/search/pt/search.jsf Google patents Português e outros https://www.google.com/?tbm=pts Latipat Português e Espanhol https://lp.espacenet.com/?locale=pt_LP Espacenet Inglês https://worldwide.espacenet.com/"
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"Após a realização da busca prévia poderá ser iniciada a redação do pedido de patente. As informações básicas para elaboração do Pedido de Patente ou Certificado de Adição encontram-se a seguir.";"Após a realização da busca prévia poderá ser iniciada a redação do pedido de patente. As informações básicas para elaboração do Pedido de Patente ou Certificado de Adição encontram-se a seguir. É fundamental que, antes de iniciar a redação do pedido de patente, o usuário leia a Lei da Propriedade Industrial nº 9279/1996 (LPI), as Instruções Normativas 30/2013 e 31/2013, que dispõem sobre a aplicação da LPI em relação às patentes e aos certificados de adição. É fortemente recomendável ler também as Guias de Exame Técnico (material que o examinador de patentes utilizada para realizar o exame substantivo) do campo técnico específico da invenção. O INPI disponibiliza um conjunto de ferramentas simples para auxiliar o inventor e/ou depositante nacional a redigir seu pedido de patente (bem como depositar e acompanhar a tramitação) chamado Minha Primeira Patente. Esse conjunto de ferramentas não dispensa a leitura da legislação sobre patentes, mas pode ser um bom começo para quem não está familiarizado com o assunto. No Minha Primeira Patente você poderá ter exemplos de patentes deferidas em diferentes campos técnicos. De maneira geral, os Pedidos de Patente ou Certificado de Adição devem conter: relatório descritivo; reivindicações (quadro reivindicatório); listagem de sequências, se for o caso (vide itens 4.6 e 5.5.9); desenhos, se for o caso; e resumo. As folhas relativas ao relatório descritivo, às reinvindicações, aos desenhos e ao resumo deverão ser numeradas consecutivamente, com algarismos arábicos, indicando o número da página e o número total de páginas, de cada uma dessas partes, como por exemplo 1/3, 1 de 3, 1-3, etc."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.1 Título";"4.1 Título";"O título do pedido deve definir de forma concisa, clara e precisa o escopo técnico da invenção, e deve ser o mesmo para o requerimento, o relatório descritivo, o resumo, e a listagem de sequências, se houver. O título deve representar adequadamente as diferentes categorias de reivindicações e não conter expressões ou palavras irrelevantes ou desnecessárias, tais como, “novo”, “melhor”, “original” e semelhantes, ou quaisquer denominações de fantasia ou de marca.";"O título do pedido deve definir de forma concisa, clara e precisa o escopo técnico da invenção, e deve ser o mesmo para o requerimento, o relatório descritivo, o resumo, e a listagem de sequências, se houver. O título deve representar adequadamente as diferentes categorias de reivindicações e não conter expressões ou palavras irrelevantes ou desnecessárias, tais como, “novo”, “melhor”, “original” e semelhantes, ou quaisquer denominações de fantasia ou de marca. Atenção! Este título trata de considerações iniciais. É necessário aprofundar o assunto de acordo com cada categoria de invento. Atenção! Utilize o “Minha Primeira Patente” para auxiliá-lo na redação de seu pedido de patente."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.2 Resumo";"4.2 Resumo";"O resumo deve conter uma descrição sumária do objeto do pedido de patente. Ele deve ser iniciado pelo título, em destaque com relação ao restante do texto e ressaltar de forma clara a matéria objeto de proteção.";"O resumo deve conter uma descrição sumária do objeto do pedido de patente. Ele deve ser iniciado pelo título, em destaque com relação ao restante do texto e ressaltar de forma clara a matéria objeto de proteção. Deve englobar as características técnicas, a solução para o problema descrito e seus principais usos, tendo como finalidade principal facilitar a busca do pesquisador nos Bancos de Patentes. O resumo deve contar entre cinquenta (50) e duzentas (200) palavras, e no máximo 25 linhas de texto. Importante: Não devem ser incluídos caracteres diferentes da ABNT2 (Associação Brasileira de Normas Técnicas)."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.3 Relatório descritivo";"4.3 Relatório descritivo";"O relatório descritivo deve apontar o problema existente no estado da técnica e a solução proposta, especificando o setor técnico a que se destina. Além disso, o relatório deve ressaltar nitidamente a novidade, o efeito técnico alcançado (no caso de invenção) e as vantagens em relação ao estado da técnica.";"O relatório descritivo deve apontar o problema existente no estado da técnica e a solução proposta, especificando o setor técnico a que se destina. Além disso, o relatório deve ressaltar nitidamente a novidade, o efeito técnico alcançado (no caso de invenção) e as vantagens em relação ao estado da técnica. É no relatório descritivo que o depositante deve descrever todos os detalhes que permitam um técnico da área reproduzir a invenção ou modelo de utilidade. Nele deve também constar, quando for o caso, as variantes de execução e a melhor forma de execução (Art. 24 da LPI). Em outras palavras, o relatório descritivo de um Pedido de Patente ou Certificado de Adição deve ter suficiência descritiva. Como já visto anteriormente, há diferentes categorias de invento que podem ser patenteadas (item 2.5). Os inventos estão divididos em dois grupos principais: produtos e processos. Os produtos podem ser equipamentos/aparelhos; objetos, invenção implementada por computador (IIC), compostos, composição ou Kit. Os processos podem ser métodos, uso e IIC. Deve ficar claro qual o tipo de invento descrito e há regras específicas de redação de cada categoria. Os modelos de utilidade, só podem fazer referências a um tipo particular de produtos: os objetos de uso prático. O relatório descritivo de um Pedido de Patente de Modelo de Utilidade deverá evidenciar a condição de melhor utilização do objeto ou parte deste, resultante da nova forma e disposição introduzida, evidenciando a melhoria funcional alcançada. As seguintes etapas devem ser seguidas para a confecção do relatório descritivo: Iniciar com o título, em destaque com relação ao restante do texto; Referir-se a uma única invenção, ou a um grupo de invenções inter-relacionadas de maneira que constituam um só conceito inventivo; Descr..."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.4 Reivindicações";"4.4 Reivindicações";"A redação das reivindicações é da maior importância na elaboração de um pedido de patente. A extensão da proteção conferida pela patente é determinada pelo conteúdo das reivindicações, interpretado com base no relatório descritivo e nos desenhos.";"A redação das reivindicações é da maior importância na elaboração de um pedido de patente. A extensão da proteção conferida pela patente é determinada pelo conteúdo das reivindicações, interpretado com base no relatório descritivo e nos desenhos. Ou seja, as reivindicações definem e delimitam os direitos do autor do pedido (Art. 41 da LPI). As reivindicações devem ser fundamentadas no relatório descritivo, caracterizando as particularidades do pedido, e definindo de forma clara e precisa a matéria objeto da proteção, evitando expressões que acarretem em indefinições (Art. 25 da LPI)."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.4 Reivindicações";"4.4.1 Formulação das Reivindicações";"A formulação da reivindicação tem regras próprias e específicas. Para melhor resguardar seus direitos, recomenda-se que se iniciem com o título do invento; seguidas por um preâmbulo explicitando as características essenciais a definição da matéria reivindicada e já compreendidas pelo estado da técnica; conter uma única expressão ""caracterizado por""; seguida pelas características técnicas essenciais e particulares que, em combinação com os aspectos explicitados no preâmbulo, se deseja proteger.";"A formulação da reivindicação tem regras próprias e específicas. Para melhor resguardar seus direitos, recomenda-se que se iniciem com o título do invento; seguidas por um preâmbulo explicitando as características essenciais a definição da matéria reivindicada e já compreendidas pelo estado da técnica; conter uma única expressão ""caracterizado por""; seguida pelas características técnicas essenciais e particulares que, em combinação com os aspectos explicitados no preâmbulo, se deseja proteger. No eventual deferimento do pedido de patente, o trecho da matéria após a expressão “caracterizado por” será de propriedade do titular. As reivindicações são classificadas como independentes e dependentes: Atenção! A matéria reivindicada corresponde àquela localizada após a expressão “caracterizado por”. Reivindicações independentes - são aquelas que, mantida a unidade de invenção - ou técnico-funcional e corporal do objeto (no caso de Modelo de Utilidade) - visam a proteção de características técnicas essenciais e específicas da invenção, ou do modelo de utilidade, em seu conceito integral. As reivindicações independentes podem servir de base a uma ou mais reivindicações dependentes. Reivindicações dependentes - são aquelas que, mantidas a unidade de invenção, ou técnico-funcional e corporal, incluem características de outra(s) reivindicação(ões) anterior(es), e definem detalhamentos dessas características e/ou características adicionais, contendo uma indicação de dependência a essa(s) reivindicação(ões). Por exemplo: No pedido de Patente de Invenção, não há limite de reivindicações (dependentes e/ou independentes). As reivindicações devem ser arranjadas da forma mais prática possível. A forma usual é agrupar as reivindicações por categorias (ver seção 2.5). Podem existir reivindi..."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.5 Desenhos";"4.5 Desenhos";"Os desenhos deverão ser apresentados com clareza, em traços firmes, uniformes, em tinta indelével e, serão tantos quantos forem necessários à perfeita compreensão do objeto da patente, sendo numerados consecutivamente. Cada parte, peça ou elemento do desenho, deverá conter referências numéricas, as quais deverão ser descritas no relatório descritivo, bem como nas reivindicações.";"Os desenhos deverão ser apresentados com clareza, em traços firmes, uniformes, em tinta indelével e, serão tantos quantos forem necessários à perfeita compreensão do objeto da patente, sendo numerados consecutivamente. Cada parte, peça ou elemento do desenho, deverá conter referências numéricas, as quais deverão ser descritas no relatório descritivo, bem como nas reivindicações. Nos pedidos de Patentes de Modelo de Utilidade é obrigatório apresentar um ou mais desenhos, uma vez que a leitura do quadro reivindicatório é sempre associada a eles, tendo em vista que se referem especificamente a objetos tridimensionais. Atenção! Pedidos de patente de modelos de utilidade devem conter desenhos."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.6 Listagem de sequências";"4.6 Listagem de sequências";"Às vezes, é impossível descrever a invenção de forma escrita. Este é o caso, por exemplo, de produtos como proteínas e polinucleotídeos que são caracterizados por suas sequências biológicas.";"Às vezes, é impossível descrever a invenção de forma escrita. Este é o caso, por exemplo, de produtos como proteínas e polinucleotídeos que são caracterizados por suas sequências biológicas. Portanto, caso a invenção contenha essas moléculas é necessário que suas Sequências Biológicas sejam apresentadas no formato de uma listagem. É fundamental que, antes de apresentar uma Listagem de Sequências Biológicas, o usuário leia atentamente os Dispositivos Normativos do INPI relacionadas às questões técnicas e formais das Sequências Biológicas, e em caso de dúvida entre em contato. A apresentação da Listagem de Sequências Biológicas ocorre em formato TXT ou XML conforme as regras estabelecidas no Dispositivo Normativo específico em vigor (Portaria/INPI/PR Nº 405, de 21/12/2020)."
"manual-de-patentes.md";"Patentes";"4 Considerações iniciais sobre como elaborar um pedido de patente ou certificado de adição.";"4.7 Material biológico";"4.7 Material biológico";"Quando a invenção contiver material biológico essencial à sua realização, a descrição completa deste também pode ser impossível de ser alcançada na forma escrita. Nesses casos, o usuário deverá realizar o Depósito do Material Biológico em instituição autorizada pelo INPI, ou indicada em acordo internacional vigente no país, ou em qualquer uma das autoridades de depósito internacional reconhecidas pelo Tratado de Budapeste.";"Quando a invenção contiver material biológico essencial à sua realização, a descrição completa deste também pode ser impossível de ser alcançada na forma escrita. Nesses casos, o usuário deverá realizar o Depósito do Material Biológico em instituição autorizada pelo INPI, ou indicada em acordo internacional vigente no país, ou em qualquer uma das autoridades de depósito internacional reconhecidas pelo Tratado de Budapeste. O depósito de material biológico deverá realizar-se em uma das Autoridades de Depósito Internacional (IDA) cadastradas na Organização Mundial da Propriedade Intelectual – OMPI para fins do Tratado de Budapeste. Ressalta-se que, caso a informação sobre o depósito do material biológico não conste no relatório descritivo (cópia do recibo de material biológico emitido pela Autoridade de Depósito Internacional), este pode ser exigido pelo examinador. Tal medida visa a cumprir o disposto no parágrafo único do Artigo 24 da Lei 9.279/96. É fundamental que, antes de realizar o Depósito de Material Biológico e o pedido de patente, o usuário leia atentamente os Dispositivos Normativos do INPI relacionados às questões técnicas e formais do Depósito de Material Biológico, bem como se informe quais são as Autoridades de Depósito Internacional (IDAs), e em caso de dúvida, entre em contato com o INPI."
